,KiddeBlackfoot,LudwigHorowitz,JimenezEinstein,HelmholtzBonaventure,SanfordStromberg,RutherfordBrice,LibrevilleEnglishman,ValeriePulitzer,EurasiaChurchill,PerleHerschel,PuritanArmageddon,MoenHadley,NipponPl,OstranderMonterey,MindanaoDebby,FilipinoTitus,HoustonHoffman,ShreveportBahrein,ClarenceCepheus,HillcrestDuncan,HymanBlum,MalagasyCarrie,PeaseRinehart,ConleySaratoga,DoricPygmalion,DelGullah,IanPoynting,HollisterPearce,HanukkahBaylor,LaredoBryant,BradyAbelian,CoolidgeBirmingham,SommerfeldRothschild,MarianneCarbondale,MarilynRowe,BoltonPaulson,ElbaHerman,KaskaskiaGainesville,CardiffBeardsley,OvidGreece,McMullenMarriott,AdelePickford,StyxBahrein,CarruthersPict,WoodardTenneco,WeierstrassBernice,MoroccoHalsey,HelmutDerek,MacassarNorton,ZanzibarCreole,MoroccoFaustian,AriesAustralia,LodowickLaurie,HuntsvilleSolon,KilimanjaroIsis,GranvilleSaul,FahrenheitDusenbury,LindseySiegmund,IranianParaguay,HathawayFrench,RicoAlsop,CorinthianOhio,KnutsonGuthrie,ConnorsMcCarty,MarriettaCain,BengalOakland,EssexBoeotia,GreenblattClinton,SriPritchard,PearceSchafer,UlanConnecticut,PatrickDante
1706716,3,13.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,16,16.0,16.0,16.0,3,3.0,3.0,14.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,7,16.0,18.0,16.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,7,16.0,17.0,16.0,3,14.0,3.0,14.0,3,3.0,3.0,3.0
1715990,3,13.0,14.0,13.0,3,3.0,7.0,12.0,3,3.0,7.0,7.0,16,10.0,17.0,17.0,15,16.0,14.0,3.0,15,12.0,1.0,1.0,3,3.0,14.0,3.0,3,3.0,7.0,9.0,3,3.0,14.0,3.0,15,10.0,18.0,17.0,6,14.0,14.0,3.0,3,13.0,1.0,3.0,3,3.0,15.0,15.0,3,6.0,14.0,13.0,3,3.0,8.0,9.0,16,11.0,18.0,17.0,6,15.0,14.0,15.0,13,13.0,1.0,5.0
1805406,9,8.0,10.0,9.0,10,9.0,10.0,8.0,7,9.0,10.0,13.0,10,9.0,11.0,11.0,10,9.0,9.0,10.0,10,8.0,9.0,10.0,9,9.0,15.0,11.0,9,10.0,10.0,10.0,7,8.0,15.0,13.0,10,9.0,10.0,10.0,9,8.0,9.0,9.0,9,9.0,9.0,10.0,9,9.0,10.0,16.0,9,9.0,10.0,9.0,7,9.0,11.0,7.0,10,10.0,10.0,11.0,9,10.0,9.0,10.0,9,8.0,9.0,10.0
1805418,13,14.0,15.0,14.0,13,14.0,9.0,13.0,6,8.0,12.0,0.0,13,17.0,18.0,18.0,16,17.0,15.0,15.0,9,13.0,11.0,0.0,14,8.0,16.0,16.0,8,14.0,15.0,15.0,11,7.0,9.0,9.0,16,17.0,19.0,18.0,8,15.0,15.0,13.0,14,8.0,11.0,9.0,8,14.0,16.0,17.0,14,14.0,9.0,0.0,6,13.0,13.0,12.0,17,17.0,19.0,18.0,15,16.0,15.0,0.0,14,7.0,12.0,0.0
1805669,14,15.0,9.0,15.0,14,15.0,15.0,14.0,11,12.0,14.0,14.0,17,8.0,19.0,10.0,9,18.0,8.0,16.0,16,7.0,8.0,14.0,15,13.0,17.0,17.0,13,9.0,16.0,16.0,12,12.0,16.0,9.0,9,18.0,20.0,19.0,14,16.0,16.0,8.0,8,14.0,12.0,13.0,13,8.0,17.0,18.0,15,8.0,5.0,14.0,11,14.0,14.0,13.0,9,9.0,9.0,19.0,8,17.0,16.0,16.0,8,14.0,13.0,14.0
1856512,5,5.0,6.0,5.0,5,5.0,6.0,5.0,4,5.0,5.0,5.0,5,5.0,6.0,6.0,5,4.0,5.0,6.0,5,4.0,5.0,6.0,5,5.0,6.0,6.0,5,5.0,5.0,5.0,4,4.0,6.0,6.0,5,5.0,6.0,6.0,5,4.0,5.0,5.0,5,5.0,5.0,6.0,5,5.0,6.0,5.0,4,5.0,6.0,5.0,4,4.0,6.0,5.0,5,6.0,6.0,6.0,5,5.0,5.0,6.0,5,4.0,5.0,6.0
1868538,15,16.0,16.0,14.0,15,16.0,13.0,15.0,12,8.0,12.0,0.0,17,8.0,10.0,19.0,9,8.0,15.0,15.0,16,7.0,11.0,9.0,8,14.0,9.0,16.0,14,9.0,9.0,17.0,6,7.0,9.0,9.0,9,19.0,21.0,20.0,14,7.0,8.0,14.0,8,14.0,8.0,14.0,14,15.0,9.0,19.0,16,15.0,15.0,15.0,12,8.0,13.0,14.0,9,9.0,9.0,20.0,8,9.0,17.0,0.0,8,7.0,8.0,9.0
1924051,7,6.0,7.0,6.0,7,6.0,7.0,6.0,0,6.0,6.0,6.0,6,6.0,7.0,7.0,6,5.0,6.0,7.0,6,5.0,6.0,7.0,7,6.0,7.0,7.0,7,6.0,6.0,6.0,3,5.0,7.0,7.0,6,6.0,7.0,7.0,6,5.0,6.0,6.0,6,6.0,6.0,7.0,6,6.0,7.0,6.0,5,6.0,7.0,4.0,3,5.0,7.0,6.0,6,7.0,7.0,7.0,6,6.0,6.0,7.0,6,5.0,6.0,7.0
1961182,8,7.0,17.0,16.0,9,8.0,16.0,13.0,6,8.0,12.0,15.0,18,18.0,20.0,20.0,16,19.0,16.0,17.0,9,14.0,7.0,8.0,16,8.0,18.0,18.0,8,15.0,17.0,18.0,6,7.0,12.0,8.0,17,20.0,21.0,21.0,8,17.0,17.0,15.0,14,8.0,13.0,15.0,8,16.0,18.0,20.0,8,7.0,16.0,16.0,6,15.0,13.0,15.0,18,18.0,20.0,21.0,16,18.0,18.0,4.0,14,15.0,7.0,8.0
2142817,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,8.0,8.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,19.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,10.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,4.0,4.0,8.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0
2200028,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0
2204467,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0
2206279,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0
2209091,2,2.0,2.0,2.0,2,2.0,2.0,16.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,18.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,0.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0
2215247,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0
2215447,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0
2215622,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0
2216131,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0
2216187,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0
2216445,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0
2260755,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,8.0,8.0,0,0.0,4.0,4.0,0,0.0,13.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,4.0,4.0,8.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0
2283495,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,8.0,8.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,4.0,4.0,8.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0
2284021,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,8.0,8.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,4.0,4.0,8.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0
2340336,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,8.0,8.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,4.0,4.0,8.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0
2355126,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,8.0,8.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,4.0,4.0,8.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0
2357110,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,8.0,8.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,4.0,4.0,8.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0
2369444,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,8.0,8.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,4.0,4.0,8.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0
2379529,16,13.0,3.0,3.0,2,3.0,3.0,3.0,2,3.0,2.0,11.0,16,16.0,16.0,16.0,17,20.0,17.0,14.0,3,15.0,14.0,15.0,17,15.0,3.0,3.0,2,2.0,3.0,3.0,2,3.0,3.0,3.0,7,16.0,18.0,16.0,15,14.0,18.0,16.0,15,15.0,3.0,16.0,15,11.0,19.0,3.0,2,2.0,3.0,3.0,2,16.0,3.0,3.0,7,16.0,17.0,16.0,17,14.0,14.0,14.0,15,16.0,14.0,15.0
2379544,17,17.0,18.0,11.0,2,2.0,17.0,16.0,2,13.0,2.0,11.0,19,19.0,21.0,21.0,18,21.0,18.0,18.0,2,2.0,3.0,16.0,2,16.0,20.0,13.0,2,2.0,2.0,2.0,2,2.0,0.0,2.0,18,21.0,22.0,22.0,16,18.0,19.0,17.0,2,16.0,13.0,17.0,2,17.0,20.0,21.0,2,2.0,2.0,17.0,2,2.0,2.0,10.0,19,19.0,21.0,22.0,0,19.0,19.0,17.0,16,17.0,15.0,16.0
2438653,18,18.0,16.0,17.0,15,16.0,13.0,13.0,12,14.0,12.0,0.0,20,20.0,22.0,22.0,19,22.0,19.0,19.0,17,14.0,15.0,9.0,18,17.0,21.0,19.0,15,16.0,0.0,12.0,6,7.0,12.0,0.0,19,20.0,13.0,23.0,17,19.0,17.0,18.0,16,17.0,13.0,15.0,16,18.0,21.0,19.0,17,15.0,15.0,0.0,12,8.0,0.0,14.0,20,2.0,22.0,23.0,16,20.0,20.0,18.0,8,15.0,7.0,17.0
2439067,16,19.0,0.0,18.0,2,16.0,0.0,16.0,2,14.0,2.0,11.0,21,21.0,23.0,23.0,20,23.0,20.0,20.0,15,15.0,16.0,17.0,18,15.0,20.0,19.0,15,17.0,19.0,3.0,2,2.0,17.0,14.0,20,22.0,23.0,24.0,18,20.0,20.0,19.0,10,13.0,14.0,17.0,15,17.0,19.0,22.0,2,16.0,17.0,18.0,2,16.0,15.0,13.0,21,20.0,23.0,24.0,18,21.0,21.0,19.0,13,13.0,9.0,18.0
2439134,17,17.0,18.0,19.0,2,2.0,17.0,17.0,2,13.0,2.0,11.0,22,22.0,24.0,24.0,11,12.0,0.0,21.0,11,9.0,0.0,11.0,2,16.0,22.0,20.0,2,2.0,2.0,19.0,2,2.0,0.0,15.0,21,23.0,24.0,25.0,10,21.0,21.0,20.0,17,10.0,0.0,11.0,2,19.0,22.0,21.0,18,2.0,2.0,19.0,2,2.0,2.0,16.0,22,21.0,24.0,25.0,11,11.0,22.0,20.0,17,9.0,0.0,11.0
2439150,17,17.0,19.0,16.0,2,17.0,18.0,2.0,2,15.0,15.0,8.0,20,19.0,22.0,22.0,8,7.0,19.0,8.0,17,6.0,7.0,8.0,19,18.0,23.0,21.0,2,2.0,17.0,20.0,2,13.0,18.0,2.0,18,24.0,13.0,8.0,7,19.0,22.0,18.0,16,17.0,13.0,15.0,2,10.0,23.0,23.0,2,2.0,8.0,20.0,2,2.0,9.0,10.0,19,22.0,22.0,9.0,0,20.0,20.0,18.0,7,15.0,7.0,8.0
2456826,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,8.0,8.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,4.0,4.0,8.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0
2504517,13,14.0,15.0,20.0,13,14.0,9.0,18.0,6,8.0,9.0,16.0,23,17.0,18.0,25.0,21,24.0,8.0,22.0,9,16.0,17.0,18.0,14,19.0,16.0,22.0,16,14.0,15.0,21.0,11,14.0,9.0,9.0,16,17.0,19.0,26.0,8,15.0,13.0,13.0,18,8.0,15.0,9.0,17,14.0,16.0,17.0,14,14.0,16.0,15.0,13,13.0,13.0,12.0,17,17.0,19.0,26.0,15,22.0,23.0,15.0,18,7.0,12.0,9.0
2505266,19,14.0,13.0,21.0,16,13.0,9.0,11.0,9,10.0,9.0,12.0,24,23.0,25.0,25.0,21,24.0,13.0,22.0,14,10.0,12.0,13.0,20,20.0,24.0,15.0,12,14.0,13.0,14.0,10,14.0,13.0,12.0,22,25.0,25.0,26.0,13,15.0,13.0,13.0,11,11.0,10.0,12.0,12,20.0,24.0,14.0,14,14.0,13.0,21.0,13,10.0,16.0,11.0,23,23.0,25.0,26.0,15,22.0,13.0,13.0,12,12.0,10.0,13.0
2506050,20,20.0,8.0,7.0,17,18.0,8.0,7.0,13,16.0,8.0,8.0,8,7.0,9.0,9.0,8,7.0,7.0,8.0,8,6.0,7.0,8.0,21,7.0,8.0,8.0,17,18.0,20.0,8.0,13,13.0,8.0,8.0,8,7.0,8.0,8.0,7,6.0,7.0,7.0,7,7.0,7.0,8.0,18,21.0,8.0,8.0,19,17.0,8.0,7.0,14,15.0,9.0,8.0,8,8.0,8.0,9.0,7,8.0,7.0,8.0,7,6.0,7.0,8.0
2512602,5,5.0,6.0,5.0,5,5.0,6.0,5.0,4,5.0,5.0,5.0,5,5.0,6.0,6.0,5,4.0,5.0,6.0,5,4.0,5.0,6.0,5,5.0,6.0,6.0,5,5.0,5.0,5.0,4,4.0,6.0,6.0,5,5.0,6.0,6.0,5,4.0,5.0,5.0,5,5.0,5.0,6.0,5,5.0,6.0,5.0,4,5.0,6.0,5.0,4,4.0,6.0,5.0,5,6.0,6.0,6.0,5,5.0,5.0,6.0,5,4.0,5.0,6.0
2532841,5,5.0,6.0,5.0,5,5.0,6.0,5.0,4,5.0,5.0,5.0,5,5.0,6.0,6.0,5,4.0,5.0,6.0,5,4.0,5.0,6.0,5,5.0,6.0,6.0,5,5.0,5.0,5.0,4,4.0,6.0,6.0,5,5.0,6.0,6.0,5,4.0,5.0,5.0,5,5.0,5.0,6.0,5,5.0,6.0,5.0,4,5.0,6.0,5.0,4,4.0,6.0,5.0,5,6.0,6.0,6.0,5,5.0,5.0,6.0,5,4.0,5.0,6.0
2544902,5,5.0,6.0,5.0,5,5.0,6.0,5.0,4,5.0,5.0,5.0,5,5.0,6.0,6.0,5,4.0,5.0,6.0,5,4.0,5.0,6.0,5,5.0,6.0,6.0,5,5.0,5.0,5.0,4,4.0,6.0,6.0,5,5.0,6.0,6.0,5,4.0,5.0,5.0,5,5.0,5.0,6.0,5,5.0,6.0,5.0,4,5.0,6.0,5.0,4,4.0,6.0,5.0,5,6.0,6.0,6.0,5,5.0,5.0,6.0,5,4.0,5.0,6.0
2552701,5,5.0,6.0,5.0,5,5.0,6.0,5.0,4,5.0,5.0,5.0,5,5.0,6.0,6.0,5,4.0,5.0,6.0,5,4.0,5.0,6.0,5,5.0,6.0,6.0,5,5.0,5.0,5.0,4,4.0,6.0,6.0,5,5.0,6.0,6.0,5,4.0,5.0,5.0,5,5.0,5.0,6.0,5,5.0,6.0,5.0,4,5.0,6.0,5.0,4,4.0,6.0,5.0,5,6.0,6.0,6.0,5,5.0,5.0,6.0,5,4.0,5.0,6.0
2557644,6,21.0,14.0,13.0,6,7.0,19.0,12.0,5,7.0,7.0,14.0,25,24.0,17.0,26.0,15,16.0,14.0,23.0,15,12.0,16.0,19.0,6,21.0,14.0,5.0,6,7.0,7.0,22.0,5,6.0,14.0,16.0,15,26.0,26.0,27.0,6,22.0,16.0,21.0,10,13.0,14.0,18.0,7,22.0,15.0,15.0,6,18.0,14.0,13.0,5,6.0,8.0,9.0,16,24.0,26.0,27.0,4,15.0,24.0,21.0,13,13.0,16.0,18.0
2568465,3,3.0,20.0,3.0,3,19.0,3.0,3.0,3,3.0,3.0,3.0,26,25.0,21.0,27.0,22,25.0,21.0,24.0,3,16.0,14.0,18.0,22,22.0,25.0,23.0,3,3.0,3.0,23.0,3,3.0,3.0,9.0,23,27.0,27.0,17.0,19,23.0,19.0,16.0,18,15.0,16.0,19.0,10,23.0,3.0,24.0,10,3.0,3.0,3.0,8,3.0,3.0,12.0,24,25.0,21.0,28.0,19,16.0,23.0,15.0,15,18.0,14.0,19.0
2568522,10,13.0,20.0,22.0,11,19.0,3.0,16.0,8,2.0,2.0,16.0,27,25.0,26.0,16.0,23,26.0,22.0,25.0,18,16.0,14.0,15.0,3,23.0,26.0,24.0,10,19.0,18.0,2.0,8,3.0,3.0,17.0,24,28.0,18.0,28.0,20,24.0,23.0,22.0,15,2.0,16.0,20.0,3,2.0,25.0,25.0,3,10.0,3.0,2.0,8,3.0,14.0,12.0,25,26.0,27.0,29.0,19,23.0,23.0,22.0,15,19.0,17.0,20.0
2571761,6,21.0,21.0,13.0,6,7.0,19.0,12.0,5,7.0,7.0,7.0,4,4.0,1.0,28.0,4,1.0,1.0,1.0,4,1.0,1.0,1.0,6,21.0,14.0,5.0,6,7.0,7.0,9.0,5,6.0,14.0,16.0,4,4.0,1.0,29.0,4,1.0,1.0,1.0,4,4.0,1.0,1.0,7,22.0,15.0,15.0,6,18.0,14.0,13.0,5,6.0,8.0,9.0,26,27.0,1.0,30.0,4,4.0,1.0,1.0,4,1.0,1.0,5.0
2582391,6,21.0,21.0,13.0,6,7.0,19.0,12.0,5,7.0,7.0,7.0,25,24.0,17.0,29.0,4,1.0,1.0,1.0,4,1.0,1.0,1.0,6,21.0,14.0,5.0,6,7.0,7.0,9.0,5,6.0,14.0,16.0,15,26.0,28.0,27.0,4,1.0,1.0,1.0,4,4.0,1.0,1.0,7,22.0,15.0,15.0,6,18.0,14.0,13.0,5,6.0,8.0,9.0,26,28.0,18.0,31.0,4,4.0,1.0,1.0,4,1.0,1.0,5.0
2584838,6,21.0,21.0,13.0,6,7.0,19.0,12.0,5,7.0,7.0,7.0,4,4.0,17.0,29.0,4,1.0,1.0,1.0,4,1.0,1.0,1.0,6,21.0,14.0,5.0,6,7.0,7.0,9.0,5,6.0,14.0,16.0,4,4.0,1.0,27.0,4,1.0,1.0,1.0,4,4.0,1.0,1.0,7,22.0,15.0,15.0,6,18.0,14.0,13.0,5,6.0,8.0,9.0,26,5.0,1.0,1.0,4,4.0,1.0,1.0,4,1.0,1.0,5.0
2597151,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,8.0,8.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,19.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,10.0,4.0,4.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0,0,4.0,4.0,8.0,0,0.0,4.0,4.0,0,0.0,4.0,4.0
2608843,6,21.0,21.0,13.0,6,7.0,19.0,12.0,5,7.0,7.0,7.0,25,24.0,1.0,29.0,4,1.0,1.0,1.0,4,1.0,1.0,1.0,6,21.0,14.0,5.0,6,7.0,7.0,9.0,5,6.0,14.0,16.0,4,26.0,28.0,29.0,4,1.0,1.0,1.0,4,4.0,1.0,1.0,7,22.0,15.0,15.0,6,18.0,14.0,13.0,5,6.0,8.0,9.0,26,28.0,18.0,31.0,4,4.0,1.0,1.0,4,1.0,1.0,5.0
2610744,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0
2611805,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0,3,3.0,3.0,3.0
2612527,3,19.0,0.0,11.0,3,3.0,0.0,3.0,3,3.0,3.0,13.0,26,26.0,21.0,17.0,22,25.0,21.0,24.0,3,16.0,14.0,20.0,3,3.0,27.0,25.0,3,17.0,3.0,23.0,3,3.0,3.0,3.0,23,27.0,27.0,17.0,19,23.0,19.0,16.0,3,15.0,3.0,16.0,3,11.0,0.0,12.0,3,3.0,3.0,3.0,3,3.0,3.0,10.0,27,25.0,21.0,28.0,20,16.0,14.0,15.0,15,19.0,14.0,15.0
